[l_1, u_1] | [l_2, u_2]; action; prediction; prediction error; fitness; numerosity; experience
[1.0, 0.7295017045512706] | [0.2509213302569842, 0.4363000795201768];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.1636970230261549;15;6326
[0.6218224506632174, 0.49940923369217133] | [0.18673905229351567, 0.37525549003975145];java.awt.Color[r=255,g=0,b=0];999.9999999999999;1.1368683772161605E-13;0.2592712588955839;13;3010
[0.8108637185287653, 0.6248578319809635] | [0.12473916878164569, 0.24832212508355458];java.awt.Color[r=229,g=178,b=146];999.9999999967669;1.1100397254183474E-7;0.18543969093818358;10;2968
[0.0, 1.0] | [1.0, 0.8747365616188958];java.awt.Color[r=139,g=69,b=19];9.703592368624514E-29;9.024340902820795E-27;0.04657305190203273;7;15840
[1.0, 0.6301274977129121] | [0.8794190925143451, 1.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.04314121238112944;5;5706
[1.0, 0.31504723063513673] | [1.0, 0.8782255946436847];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.06341077210537509;7;10650
[0.623336917211467, 0.5015318299952553] | [0.626882384827639, 0.7220607325811867];java.awt.Color[r=0,g=0,b=255];2.232591264797151E-261;1.7674680846310782E-258;0.11093197220301249;10;1414
[0.9950575251394045, 0.0] | [1.0, 0.8746964055205082];java.awt.Color[r=255,g=0,b=0];6.929517003136937E-272;5.707612171583801E-269;0.051374256807377366;7;15800
[0.7369701649704837, 0.3154494353567724] | [1.0, 0.8752504188236954];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.054022022209427895;5;6738
[0.3749232929809793, 0.9895866929611485] | [0.8767620767480886, 1.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.06159826164238461;7;9526
[0.12291451587274126, 0.0] | [0.6767435024804247, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.07185995839362921;9;10506
[0.5509777415346577, 0.31504723063513673] | [0.8127500454006514, 1.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.07104983005650695;8;5548
[0.24888224168887935, 0.0] | [0.6810211756741799, 0.6309274657283634];java.awt.Color[r=229,g=178,b=146];2.4998035201087416E-244;1.848197026422895E-241;0.07934012251284202;8;1620
[0.8800314347008981, 1.0] | [0.5624921283139337, 0.8108848393768862];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.0916732634364903;8;3534
[0.30556409416855834, 0.1287980971594639] | [0.3676768492717177, 0.3133335762156977];java.awt.Color[r=139,g=69,b=19];1000.0;6.865600811049863E-223;0.2219979010321058;10;1220
[0.8754751783750871, 0.7508966825611286] | [0.5637214653370591, 0.7487537608121733];java.awt.Color[r=0,g=0,b=255];999.9999999999999;1.1368683772161605E-13;0.14396357876170313;12;2832
[0.5639904676135943, 0.8096808174690469] | [0.12484684792332998, 0.8752504188236954];java.awt.Color[r=255,g=255,b=255];5.326309136469668E-72;1.1877669374327334E-69;0.11336318249878737;15;22850
[0.0, 0.12334809497696213] | [0.0, 1.0];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.03881445334489962;6;14952
[0.5640574638400688, 0.6300796886789916] | [0.3779256169021998, 0.5992454158060245];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.012464669507438901;1;1788
[0.7065075413797711, 0.5633302820037788] | [0.43746317855771694, 0.5602448663550782];java.awt.Color[r=0,g=0,b=255];1000.0;4.9E-324;0.08999838167840306;4;2034
[0.188404914159064, 0.0] | [0.21657880852086198, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.0818918393882966;14;17644
[0.12291451587274126, 0.0] | [1.0, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.18592277356141174;16;14858
[0.27960263249189826, 0.19188136067069675] | [0.2632811040794039, 0.3133335762156977];java.awt.Color[r=139,g=69,b=19];31.626428651806293;139.1375863570467;0.02411506594797507;4;532
[0.42459348440710154, 1.0] | [1.0, 0.8752504188236954];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.03807992257556972;4;8564
[0.876922241083594, 0.817054434267439] | [0.8415381546264995, 0.7672319294992218];java.awt.Color[r=255,g=255,b=255];999.9999999999999;1.1380827319524608E-13;0.18840580816058797;7;560
[0.2694711823908996, 0.12465973262054433] | [0.4385257217934784, 0.6184893040576542];java.awt.Color[r=229,g=178,b=146];997.58135296;18.542960640000043;0.0013848937944087552;2;3200
[0.7315617467629114, 0.564261357973889] | [0.43746317855771694, 0.561702107469906];java.awt.Color[r=0,g=0,b=255];1000.0;4.9E-324;0.09026640963994012;6;2410
[0.3749232929809793, 0.3146439683672652] | [0.9040280622873775, 0.6259588562828818];java.awt.Color[r=229,g=178,b=146];5.036518520358424E-246;3.748848618653459E-243;0.17146304278219815;9;2152
[1.0, 0.0] | [1.0, 0.8802179182926334];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.05491704531150529;8;14264
[0.9395259448653397, 1.0] | [0.5695734635469366, 0.8747365616188958];java.awt.Color[r=139,g=69,b=19];1000.0;4.9E-324;0.05255732886400062;5;2262
[0.5696039231646168, 0.8052777132618112] | [0.4360454204648368, 0.5602448663550782];java.awt.Color[r=0,g=0,b=255];999.9999999999999;1.1368683772161605E-13;0.1302654377354219;9;3460
[0.24231272820956645, 0.0] | [0.875845065859245, 0.9629377246517328];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.09351180470674991;5;2590
[0.0, 0.12437471831722129] | [8.613514327372104E-4, 1.0];java.awt.Color[r=0,g=0,b=0];4.9E-324;1.0E-323;0.01790998811731727;4;14324
[0.3807699839673532, 0.5320262873444667] | [0.30776851952278533, 0.14786495643831132];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.10117446945058685;13;2958
[0.8026541882971574, 0.3172900259125863] | [1.0, 0.8752504188236954];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.06430254552682538;6;7186
[0.18781479484823144, 0.0] | [0.0, 0.2463665479990558];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.08370230188906663;9;5452
[0.4986154830575596, 0.16935194821939037] | [0.7978765029034077, 0.6253238459916494];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.09019027446437868;11;6638
[0.5629930486286161, 0.6190252422301613] | [0.3913925286001654, 0.6210584399851802];java.awt.Color[r=0,g=0,b=255];1000.0;1.1347067881457315E-172;0.057666703837835516;3;1448
[0.0, 0.12365770346908965] | [0.019136619753673957, 0.9570135812753298];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.012941216881382995;2;13540
[0.8108637185287653, 0.6248578319809635] | [0.12473916878164569, 0.24177299691179943];java.awt.Color[r=229,g=178,b=146];999.9999999850318;4.839709000637848E-7;0.16393457141030113;10;2552
[0.8770612368778619, 1.0] | [0.5624921283139337, 0.8108848393768862];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.11054210028037338;11;3484
[0.1240793845430118, 0.40965625598436306] | [0.9378151881026426, 1.0];java.awt.Color[r=229,g=178,b=146];1.4988506312295296E-285;1.2914283349677214E-282;0.037417050472509414;2;2038
[0.18688083665113953, 0.3755131512240121] | [0.7595045882208149, 0.8721189046421605];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.08565952750391316;7;2498
[0.1877030438510175, 0.43709117817862814] | [0.44184507528317724, 0.39371613661090343];java.awt.Color[r=229,g=178,b=146];1000.0;2.0631305136492922E-167;0.14349140541683675;5;1388
[0.248148645846737, 0.02750449661310556] | [0.875845065859245, 0.9629377246517328];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.14878736930728004;9;2294
[0.0, 0.5618330142148875] | [0.0, 0.18311853081434107];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.03294600679184209;5;12102
[0.24157716589694234, 0.0] | [0.6891760356854137, 0.6263016593184938];java.awt.Color[r=229,g=178,b=146];2.0164155046298412E-19;1.310670078009397E-17;0.07850817343244988;8;1794
[0.23304703316949113, 0.0] | [0.875845065859245, 1.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.09375413800464126;5;3394
[0.18688083665113953, 0.3755131512240121] | [0.7579297026828712, 0.8721189046421605];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.05199722269719009;5;2468
[0.5029438839938926, 0.6190252422301613] | [0.6263248730758941, 0.5623754511045678];java.awt.Color[r=0,g=0,b=255];999.9968410701268;0.05159599230144396;0.09746368827265628;2;834
[0.8396401796454787, 0.3154494353567724] | [1.0, 0.8752504188236954];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.09411066108996753;9;7464
[0.0, 0.0639565361191675] | [0.3062896609382542, 0.21592778553992206];java.awt.Color[r=255,g=255,b=255];999.9999996791802;9.089896330230741E-6;0.25303326038723917;9;632
[0.43615871227659964, 0.36611225306725304] | [0.31439894324699996, 0.7925448621758716];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.0917819396122875;7;3568
[0.248148645846737, 0.0] | [0.875845065859245, 0.9669463388273616];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.13132820736182393;7;2576
[0.4366874027349222, 0.12506484481421415] | [0.5918999529525579, 0.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.07189417240656867;10;20788
[0.5008889051763391, 0.4384683564953854] | [0.6223955252714455, 0.4428583253780822];java.awt.Color[r=255,g=0,b=0];999.9999999999999;1.1368683772161605E-13;0.20176287308024846;8;1286
[1.0, 0.44443029300976367] | [0.2509213302569842, 0.4363000795201768];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.06005270664361858;7;11450
[1.0, 0.0] | [0.3673537989492531, 0.0];java.awt.Color[r=0,g=0,b=0];4.9E-324;1.0E-323;0.06476038247070269;14;40280
[0.0, 1.0] | [0.5617837922762151, 0.4390475411151188];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.05771518983070295;10;13392
[0.6878418977355042, 0.8126760604142513] | [0.3913925286001654, 0.6765201784658782];java.awt.Color[r=0,g=0,b=255];999.9999999999999;1.1368683772161605E-13;0.06472580157259614;5;4066
[0.4366874027349222, 0.12506484481421415] | [0.6366975391464322, 0.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.058496079191828226;7;22108
[0.4366874027349222, 0.12506484481421415] | [0.6308221564523637, 0.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.07312015099785002;10;21934
[0.1877030438510175, 0.43709117817862814] | [0.5189005751841309, 0.3741954099371848];java.awt.Color[r=229,g=178,b=146];999.8119260061696;2.068813932134398;0.02326875284655101;1;3956
[0.8893147922916804, 0.3154494353567724] | [1.0, 0.8752504188236954];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.06805865940958343;7;7998
[0.248148645846737, 0.0] | [0.875845065859245, 0.9998030083330977];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.14755400227822918;8;3450
[1.0, 0.9375034622183317] | [0.1250010062522719, 0.3324690258429658];java.awt.Color[r=139,g=69,b=19];1000.0;1.24219724E-316;0.139881785385516;6;1504
[0.31154504175253045, 0.0] | [0.3747706362961689, 0.3127629041622526];java.awt.Color[r=229,g=178,b=146];1.8523692714830282E-250;1.4048829242462766E-247;0.1379335595713767;6;2156
[0.33883546297158446, 1.0] | [0.12484684792332998, 0.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.08188712326548372;9;9154
[0.248148645846737, 0.0] | [0.875845065859245, 1.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.20638270941188736;11;3404
[0.24888224168887935, 0.0] | [0.6774763397613819, 0.6263016593184938];java.awt.Color[r=229,g=178,b=146];7.352928091766384E-174;3.8725421286075914E-171;0.057145351176559334;6;1436
[0.43615871227659964, 0.36611225306725304] | [0.6266072663729936, 0.8121981070805397];java.awt.Color[r=255,g=255,b=255];2.0482141619634157E-201;1.2507804139157073E-198;0.1441901794394641;11;1258
[0.9298150203514906, 0.817054434267439] | [0.8155410448633859, 1.0];java.awt.Color[r=255,g=255,b=255];1000.0;3.2557562054049806E-266;0.10820775464612375;9;2272
[0.29622345445615716, 1.0] | [0.12490677319933068, 0.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.042271987167613774;4;9616
[0.18755201303510696, 0.0] | [0.07583880060899169, 0.24623187370908944];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.05841270050197;6;3500
[0.3749232929809793, 0.6245941838464578] | [1.0, 0.8134870133940151];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.07261966183497978;8;4956
[0.30556409416855834, 0.1437507514979566] | [0.37064386357524726, 0.3133335762156977];java.awt.Color[r=139,g=69,b=19];1000.0;3.2051084891699783E-220;0.19976553159870078;9;1042
[0.44038627634996286, 0.49596952320811954] | [0.6892601776707035, 0.8986399272655192];java.awt.Color[r=255,g=255,b=255];1000.0;4.185836362155734E-186;0.07606255494462923;4;1282
[0.3183465945887515, 0.43709117817862814] | [0.6250072901621162, 0.310823821024267];java.awt.Color[r=229,g=178,b=146];999.9999999999999;1.1369250337117456E-13;0.04695151904787269;3;3954
[0.07589856960846313, 0.37928380380703564] | [0.9378151881026426, 1.0];java.awt.Color[r=229,g=178,b=146];5.1664638265160096E-303;4.718423417775555E-300;0.042946233993821754;3;1924
[0.745282960022983, 0.6325010316686906] | [0.31113327628249604, 0.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.13568497668415558;18;3752
[0.2508582862657593, 0.312915317841574] | [0.6883400985546451, 0.5127520428077705];java.awt.Color[r=229,g=178,b=146];999.9999999999999;1.1368683772161605E-13;0.5781475865928946;17;1132
[0.3749232929809793, 0.4372436416042886] | [0.5269789656832707, 0.8079763306627066];java.awt.Color[r=229,g=178,b=146];1000.0;4.9E-324;0.08089847287337522;4;1858
[0.3749232929809793, 0.4372436416042886] | [0.5114896092368548, 0.8079763306627066];java.awt.Color[r=229,g=178,b=146];1000.0;4.9E-324;0.11225920605598028;6;1974
[0.4268131128565317, 0.7461639008627661] | [0.6873729702863607, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.07826075922426139;9;10242
[0.4986154830575596, 0.12506484481421415] | [0.882766328569963, 0.6253238459916494];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.07031078286152467;9;9882
[0.1872224673215863, 0.312915317841574] | [0.7486618426187637, 0.8756795838003713];java.awt.Color[r=229,g=178,b=146];999.8116802991839;2.073319206977894;0.058814692687612774;1;1580
[0.0, 0.12538039017826075] | [0.6919518410413278, 0.6444039410465312];java.awt.Color[r=0,g=0,b=0];6.911471348052766E-63;1.3477946024231014E-60;0.17467849528488255;15;584
[0.8523646660980055, 0.0] | [0.12473916878164569, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.049942500379187356;6;10886
[0.5630746052734756, 0.7221087471382788] | [0.3779256169021998, 0.6208412991833996];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.031499083163508496;3;4034
[0.7342605212552977, 0.6257518828436619] | [0.0, 0.2505647911209448];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.08158539637187942;11;2746
[0.9377943804134617, 1.0] | [0.5695734635469366, 0.8747365616188958];java.awt.Color[r=139,g=69,b=19];1000.0;4.9E-324;0.062327779476812284;5;1974
[0.8748768582371576, 0.7523650074923474] | [0.24994493841809373, 0.4354687281231];java.awt.Color[r=0,g=0,b=255];1000.0;1.6921082721312807E-276;0.12069925457544181;8;2366
[0.7504918719021878, 0.0] | [0.6882984163678103, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.026490153645684585;4;23670
[1.0, 0.6257518828436619] | [0.09707838152434461, 0.24831253436616738];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.04505989644354507;6;5844
[0.18905931921150917, 0.08872364126887736] | [0.25050483560256553, 0.7424696685936246];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.055313200076832915;6;5178
[0.0, 0.12365770346908965] | [0.0, 0.9570135812753298];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.051935687599738066;8;11878
[0.0, 0.5618330142148875] | [0.0, 0.18681573586236738];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.05724931441298804;9;10666
[0.4366874027349222, 0.12506484481421415] | [0.6739585094178148, 0.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.044410702284216175;6;21274
[0.3749232929809793, 0.3146439683672652] | [1.0, 0.6259588562828818];java.awt.Color[r=229,g=178,b=146];1.6005502036604757E-308;1.4906457563424566E-305;0.14454870535171338;8;2342
[0.6875368466779447, 0.6268166254286386] | [0.5637222968189334, 0.6235379178237264];java.awt.Color[r=0,g=0,b=255];5.863218868812374E-55;1.0080687775187283E-52;0.7681478062286251;15;384
[1.0, 0.6257518828436619] | [0.09234938751818965, 0.24831253436616738];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.036511615897959857;5;5940
[0.43615871227659964, 0.3758831646455323] | [0.31439894324699996, 0.798917635292278];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.09293110872770025;7;2764
[1.0, 0.8137703860861323] | [0.0, 1.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.07704526141578957;10;18288
[0.18755201303510696, 0.0] | [0.10663895952486685, 0.25039673875277074];java.awt.Color[r=255,g=255,b=255];999.9999999999999;1.1368683772161605E-13;0.12195889635836753;11;2796
[0.3749232929809793, 0.31441510460722616] | [0.8767620767480886, 0.6259588562828818];java.awt.Color[r=229,g=178,b=146];4.970079624335085E-224;3.369174946060355E-221;0.1536381380184132;8;1600
[0.5631605013987664, 0.0] | [0.4360454204648368, 0.561859610142445];java.awt.Color[r=0,g=0,b=255];3.938505558093306E-126;1.518950310237986E-123;0.1961139811113894;18;6820
[0.7509459274855583, 0.0] | [0.31113327628249604, 0.0];java.awt.Color[r=0,g=0,b=255];1.4178620009135899E-126;5.487125943535597E-124;0.051328581881707025;9;22890
[0.56190910771856, 0.4384683564953854] | [0.5564684803807799, 0.4428583253780822];java.awt.Color[r=255,g=0,b=0];1000.0;9.216898222753785E-186;0.12377736438251394;7;1404
[0.4338690735442133, 0.10900899676851081] | [0.6720584001695694, 0.7459571870003502];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.08869664106926824;9;2250
[0.9328542100386031, 0.8693520854313666] | [1.0, 0.8196106244540406];java.awt.Color[r=139,g=69,b=19];1.0558914370851373E-215;6.903434585638246E-213;0.22145537143698193;16;1088
[1.0, 0.7521319643833524] | [0.7475790606971793, 0.25422631770637927];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.07711779774650461;9;11540
[0.06594172587688778, 0.12178477885708779] | [0.25433491269190195, 0.8728125582619956];java.awt.Color[r=255,g=0,b=0];999.9999999999999;1.1368683772161605E-13;0.20081786068840152;15;3110
[0.6884722085434992, 0.6278662183517406] | [0.7499531894524468, 0.696132555815641];java.awt.Color[r=255,g=0,b=0];999.8871556037018;1.316517956812782;0.28311307178872025;7;288
[0.0, 0.12538039017826075] | [0.1761524599894203, 0.9961728142759256];java.awt.Color[r=0,g=0,b=0];4.9E-324;1.0E-323;0.04455098470926673;10;9520
[0.8130789131490623, 1.0] | [0.5619588780116405, 0.44288645496889595];java.awt.Color[r=255,g=255,b=255];1000.0;2.671456605706264E-262;0.11702977037194649;7;2238
[0.18784942266704988, 0.0] | [0.14589766299413973, 0.43679465521000316];java.awt.Color[r=229,g=178,b=146];2.264638206331284E-49;3.510189219813486E-47;0.12539705760471417;12;5102
[0.4268131128565317, 0.7499949598654295] | [0.6873729702863607, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.0825436076758873;10;9342
[0.3749232929809793, 0.312915317841574] | [0.8767620767480886, 0.6378634195401076];java.awt.Color[r=229,g=178,b=146];1.757110780062521E-219;1.1661358543681595E-216;0.14515165874974673;8;1478
[0.5008889051763391, 0.438101721467753] | [0.6223955252714455, 0.4428583253780822];java.awt.Color[r=255,g=0,b=0];999.9999999999999;1.1368683772161605E-13;0.2755257908066293;12;1084
[0.7247875845440588, 0.6285208530073748] | [0.6259941496176444, 0.6850621453396389];java.awt.Color[r=0,g=0,b=255];1000.0;1.0979474010852362E-70;0.10337110933702119;6;516
[0.18755201303510696, 0.0] | [0.0, 0.24623187370908944];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.07278168544791015;6;4482
[0.24402391162178425, 0.12538039017826075] | [0.6826047177738572, 0.6289831885423458];java.awt.Color[r=0,g=0,b=0];1000.0;1.4563652136306307E-77;0.41141695085971125;9;578
[0.0, 0.12437471831722129] | [0.0, 1.0];java.awt.Color[r=0,g=0,b=0];4.9E-324;1.0E-323;0.013460666911479874;3;11178
[1.0, 0.31504723063513673] | [0.8767620767480886, 1.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.09966012301035865;11;7736
[0.24888224168887935, 0.0] | [0.6810211756741799, 0.6263016593184938];java.awt.Color[r=229,g=178,b=146];4.127245910499632E-185;2.3098819613986084E-182;0.10753254282567021;11;1308
[0.0, 0.12538039017826075] | [8.613514327372104E-4, 1.0];java.awt.Color[r=0,g=0,b=0];4.9E-324;1.0E-323;0.022424379634609134;5;11058
[0.31382732036005045, 0.0] | [0.3747706362961689, 0.31462724255738];java.awt.Color[r=229,g=178,b=146];3.750718766760537E-301;3.41045369565134E-298;0.09572075070327196;4;1712
